scenario,measure_id,measure_name,vaccine_name,location_id,location_name,sex_id,sex_name,year_id,mean,lower,upper
better,18,Proportion,DTP3,60,Lithuania,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,60,Lithuania,3,Both,2030,0.791,0.743,0.825
reference,18,Proportion,DTP3,60,Lithuania,3,Both,2030,0.91,0.862,0.941
better,18,Proportion,DTP3,60,Lithuania,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,60,Lithuania,3,Both,2024,0.864,0.799,0.91
reference,18,Proportion,MCV2,60,Lithuania,3,Both,2024,0.885,0.821,0.931
better,18,Proportion,MCV2,60,Lithuania,3,Both,2024,0.914,0.846,0.963
worse,18,Proportion,MCV2,60,Lithuania,3,Both,2025,0.845,0.782,0.89
reference,18,Proportion,MCV2,60,Lithuania,3,Both,2025,0.888,0.824,0.933
better,18,Proportion,MCV2,60,Lithuania,3,Both,2025,0.946,0.876,0.998
worse,18,Proportion,MCV2,60,Lithuania,3,Both,2026,0.827,0.765,0.871
reference,18,Proportion,MCV2,60,Lithuania,3,Both,2026,0.89,0.828,0.935
better,18,Proportion,MCV2,60,Lithuania,3,Both,2026,0.974,0.906,0.998
worse,18,Proportion,MCV2,60,Lithuania,3,Both,2027,0.81,0.749,0.852
reference,18,Proportion,MCV2,60,Lithuania,3,Both,2027,0.892,0.831,0.936
better,18,Proportion,MCV2,60,Lithuania,3,Both,2027,0.99,0.938,0.998
worse,18,Proportion,MCV2,60,Lithuania,3,Both,2028,0.792,0.734,0.835
reference,18,Proportion,MCV2,60,Lithuania,3,Both,2028,0.894,0.834,0.937
better,18,Proportion,MCV2,60,Lithuania,3,Both,2028,0.997,0.972,0.999
worse,18,Proportion,MCV2,60,Lithuania,3,Both,2029,0.775,0.718,0.817
reference,18,Proportion,MCV2,60,Lithuania,3,Both,2029,0.896,0.836,0.938
better,18,Proportion,MCV2,60,Lithuania,3,Both,2029,0.998,0.998,0.999
worse,18,Proportion,MCV2,60,Lithuania,3,Both,2030,0.759,0.703,0.801
reference,18,Proportion,MCV2,60,Lithuania,3,Both,2030,0.897,0.838,0.939
better,18,Proportion,MCV2,60,Lithuania,3,Both,2030,0.999,0.999,0.999
worse,18,Proportion,PCV3,60,Lithuania,3,Both,2024,0.803,0.756,0.837
reference,18,Proportion,PCV3,60,Lithuania,3,Both,2024,0.82,0.773,0.853
better,18,Proportion,PCV3,60,Lithuania,3,Both,2024,0.845,0.796,0.879
worse,18,Proportion,PCV3,60,Lithuania,3,Both,2025,0.791,0.745,0.825
reference,18,Proportion,PCV3,60,Lithuania,3,Both,2025,0.824,0.778,0.857
better,18,Proportion,PCV3,60,Lithuania,3,Both,2025,0.876,0.825,0.911
worse,18,Proportion,PCV3,60,Lithuania,3,Both,2026,0.779,0.733,0.814
reference,18,Proportion,PCV3,60,Lithuania,3,Both,2026,0.828,0.783,0.86
better,18,Proportion,PCV3,60,Lithuania,3,Both,2026,0.902,0.855,0.922
worse,18,Proportion,PCV3,60,Lithuania,3,Both,2027,0.768,0.722,0.802
reference,18,Proportion,PCV3,60,Lithuania,3,Both,2027,0.832,0.788,0.864
better,18,Proportion,PCV3,60,Lithuania,3,Both,2027,0.916,0.885,0.926
worse,18,Proportion,PCV3,60,Lithuania,3,Both,2028,0.756,0.711,0.791
reference,18,Proportion,PCV3,60,Lithuania,3,Both,2028,0.836,0.792,0.867
better,18,Proportion,PCV3,60,Lithuania,3,Both,2028,0.921,0.913,0.928
worse,18,Proportion,PCV3,60,Lithuania,3,Both,2029,0.744,0.7,0.78
reference,18,Proportion,PCV3,60,Lithuania,3,Both,2029,0.84,0.796,0.871
better,18,Proportion,PCV3,60,Lithuania,3,Both,2029,0.924,0.917,0.931
worse,18,Proportion,PCV3,60,Lithuania,3,Both,2030,0.733,0.69,0.769
reference,18,Proportion,PCV3,60,Lithuania,3,Both,2030,0.843,0.8,0.873
better,18,Proportion,PCV3,60,Lithuania,3,Both,2030,0.926,0.919,0.933
worse,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2024,0.811,0.723,0.864
reference,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2024,0.829,0.741,0.883
better,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2024,0.853,0.761,0.909
worse,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2025,0.796,0.71,0.848
reference,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2025,0.833,0.746,0.886
better,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2025,0.881,0.787,0.94
worse,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2026,0.782,0.698,0.833
reference,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2026,0.836,0.751,0.888
better,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2026,0.911,0.813,0.974
worse,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2027,0.768,0.685,0.818
reference,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2027,0.84,0.756,0.891
better,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2027,0.94,0.84,1
worse,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2028,0.754,0.672,0.804
reference,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2028,0.843,0.76,0.893
better,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2028,0.967,0.866,1
worse,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2029,0.741,0.659,0.789
reference,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2029,0.845,0.763,0.895
better,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2029,0.984,0.894,1
worse,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2030,0.727,0.648,0.776
reference,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2030,0.848,0.767,0.897
better,18,Proportion,DTP3,61,Republic of Moldova,3,Both,2030,0.993,0.923,1
worse,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2024,0.799,0.727,0.858
reference,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2024,0.82,0.748,0.879
better,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2024,0.844,0.772,0.908
worse,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2025,0.782,0.711,0.839
reference,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2025,0.824,0.754,0.882
better,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2025,0.874,0.8,0.94
worse,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2026,0.765,0.695,0.82
reference,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2026,0.828,0.759,0.885
better,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2026,0.904,0.827,0.973
worse,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2027,0.749,0.68,0.802
reference,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2027,0.831,0.764,0.888
better,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2027,0.935,0.856,0.999
worse,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2028,0.733,0.665,0.784
reference,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2028,0.835,0.768,0.89
better,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2028,0.963,0.886,0.999
worse,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2029,0.717,0.65,0.767
reference,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2029,0.837,0.772,0.892
better,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2029,0.984,0.917,0.999
worse,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2030,0.702,0.635,0.751
reference,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2030,0.84,0.775,0.894
better,18,Proportion,MCV2,61,Republic of Moldova,3,Both,2030,0.994,0.949,0.999
worse,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2024,0.774,0.692,0.826
reference,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2024,0.791,0.709,0.843
better,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2024,0.815,0.729,0.869
worse,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2025,0.76,0.679,0.812
reference,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2025,0.795,0.714,0.846
better,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2025,0.842,0.752,0.898
worse,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2026,0.747,0.667,0.798
reference,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2026,0.799,0.718,0.849
better,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2026,0.87,0.776,0.929
worse,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2027,0.733,0.654,0.784
reference,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2027,0.802,0.722,0.851
better,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2027,0.898,0.802,0.955
worse,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2028,0.72,0.642,0.77
reference,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2028,0.805,0.726,0.853
better,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2028,0.923,0.828,0.957
worse,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2029,0.707,0.629,0.756
reference,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2029,0.807,0.729,0.855
better,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2029,0.94,0.855,0.958
worse,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2030,0.694,0.618,0.743
reference,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2030,0.809,0.732,0.856
better,18,Proportion,PCV3,61,Republic of Moldova,3,Both,2030,0.949,0.882,0.958
worse,18,Proportion,DTP3,62,Russian Federation,3,Both,2024,0.937,0.901,0.959
reference,18,Proportion,DTP3,62,Russian Federation,3,Both,2024,0.955,0.919,0.977
better,18,Proportion,DTP3,62,Russian Federation,3,Both,2024,0.985,0.948,1
worse,18,Proportion,DTP3,62,Russian Federation,3,Both,2025,0.92,0.884,0.941
reference,18,Proportion,DTP3,62,Russian Federation,3,Both,2025,0.956,0.921,0.977
better,18,Proportion,DTP3,62,Russian Federation,3,Both,2025,0.998,0.979,1
worse,18,Proportion,DTP3,62,Russian Federation,3,Both,2026,0.904,0.868,0.924
reference,18,Proportion,DTP3,62,Russian Federation,3,Both,2026,0.956,0.922,0.978
better,18,Proportion,DTP3,62,Russian Federation,3,Both,2026,1,1,1
worse,18,Proportion,DTP3,62,Russian Federation,3,Both,2027,0.888,0.851,0.908
reference,18,Proportion,DTP3,62,Russian Federation,3,Both,2027,0.957,0.923,0.978
better,18,Proportion,DTP3,62,Russian Federation,3,Both,2027,1,1,1
worse,18,Proportion,DTP3,62,Russian Federation,3,Both,2028,0.872,0.836,0.892
reference,18,Proportion,DTP3,62,Russian Federation,3,Both,2028,0.958,0.924,0.979
better,18,Proportion,DTP3,62,Russian Federation,3,Both,2028,1,1,1
worse,18,Proportion,DTP3,62,Russian Federation,3,Both,2029,0.856,0.82,0.877
reference,18,Proportion,DTP3,62,Russian Federation,3,Both,2029,0.958,0.925,0.979
better,18,Proportion,DTP3,62,Russian Federation,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,62,Russian Federation,3,Both,2030,0.841,0.805,0.862
reference,18,Proportion,DTP3,62,Russian Federation,3,Both,2030,0.959,0.926,0.979
better,18,Proportion,DTP3,62,Russian Federation,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,62,Russian Federation,3,Both,2024,0.929,0.705,0.994
reference,18,Proportion,MCV2,62,Russian Federation,3,Both,2024,0.957,0.818,0.997
better,18,Proportion,MCV2,62,Russian Federation,3,Both,2024,0.984,0.927,0.999
worse,18,Proportion,MCV2,62,Russian Federation,3,Both,2025,0.903,0.621,0.991
reference,18,Proportion,MCV2,62,Russian Federation,3,Both,2025,0.958,0.82,0.997
better,18,Proportion,MCV2,62,Russian Federation,3,Both,2025,0.987,0.936,0.999
worse,18,Proportion,MCV2,62,Russian Federation,3,Both,2026,0.88,0.551,0.988
reference,18,Proportion,MCV2,62,Russian Federation,3,Both,2026,0.958,0.822,0.997
better,18,Proportion,MCV2,62,Russian Federation,3,Both,2026,0.988,0.939,0.999
worse,18,Proportion,MCV2,62,Russian Federation,3,Both,2027,0.859,0.496,0.984
reference,18,Proportion,MCV2,62,Russian Federation,3,Both,2027,0.959,0.824,0.997
better,18,Proportion,MCV2,62,Russian Federation,3,Both,2027,0.988,0.94,0.999
worse,18,Proportion,MCV2,62,Russian Federation,3,Both,2028,0.838,0.447,0.981
reference,18,Proportion,MCV2,62,Russian Federation,3,Both,2028,0.959,0.826,0.997
better,18,Proportion,MCV2,62,Russian Federation,3,Both,2028,0.988,0.94,0.999
worse,18,Proportion,MCV2,62,Russian Federation,3,Both,2029,0.819,0.407,0.978
reference,18,Proportion,MCV2,62,Russian Federation,3,Both,2029,0.96,0.828,0.997
better,18,Proportion,MCV2,62,Russian Federation,3,Both,2029,0.988,0.939,0.999
worse,18,Proportion,MCV2,62,Russian Federation,3,Both,2030,0.8,0.374,0.974
reference,18,Proportion,MCV2,62,Russian Federation,3,Both,2030,0.96,0.829,0.997
better,18,Proportion,MCV2,62,Russian Federation,3,Both,2030,0.988,0.939,0.999
worse,18,Proportion,PCV3,62,Russian Federation,3,Both,2024,0.901,0.865,0.923
reference,18,Proportion,PCV3,62,Russian Federation,3,Both,2024,0.918,0.883,0.94
better,18,Proportion,PCV3,62,Russian Federation,3,Both,2024,0.947,0.91,0.963
worse,18,Proportion,PCV3,62,Russian Federation,3,Both,2025,0.887,0.852,0.909
reference,18,Proportion,PCV3,62,Russian Federation,3,Both,2025,0.921,0.886,0.943
better,18,Proportion,PCV3,62,Russian Federation,3,Both,2025,0.962,0.942,0.967
worse,18,Proportion,PCV3,62,Russian Federation,3,Both,2026,0.873,0.838,0.896
reference,18,Proportion,PCV3,62,Russian Federation,3,Both,2026,0.924,0.89,0.946
better,18,Proportion,PCV3,62,Russian Federation,3,Both,2026,0.966,0.963,0.969
worse,18,Proportion,PCV3,62,Russian Federation,3,Both,2027,0.859,0.824,0.881
reference,18,Proportion,PCV3,62,Russian Federation,3,Both,2027,0.926,0.892,0.948
better,18,Proportion,PCV3,62,Russian Federation,3,Both,2027,0.967,0.964,0.97
worse,18,Proportion,PCV3,62,Russian Federation,3,Both,2028,0.844,0.809,0.867
reference,18,Proportion,PCV3,62,Russian Federation,3,Both,2028,0.928,0.895,0.949
better,18,Proportion,PCV3,62,Russian Federation,3,Both,2028,0.969,0.966,0.971
worse,18,Proportion,PCV3,62,Russian Federation,3,Both,2029,0.83,0.795,0.853
reference,18,Proportion,PCV3,62,Russian Federation,3,Both,2029,0.929,0.897,0.95
better,18,Proportion,PCV3,62,Russian Federation,3,Both,2029,0.97,0.967,0.973
worse,18,Proportion,PCV3,62,Russian Federation,3,Both,2030,0.816,0.78,0.839
reference,18,Proportion,PCV3,62,Russian Federation,3,Both,2030,0.931,0.898,0.951
better,18,Proportion,PCV3,62,Russian Federation,3,Both,2030,0.971,0.967,0.973
worse,18,Proportion,DTP3,63,Ukraine,3,Both,2024,0.775,0.701,0.83
reference,18,Proportion,DTP3,63,Ukraine,3,Both,2024,0.79,0.715,0.845
better,18,Proportion,DTP3,63,Ukraine,3,Both,2024,0.815,0.737,0.873
worse,18,Proportion,DTP3,63,Ukraine,3,Both,2025,0.761,0.688,0.815
reference,18,Proportion,DTP3,63,Ukraine,3,Both,2025,0.791,0.717,0.847
better,18,Proportion,DTP3,63,Ukraine,3,Both,2025,0.842,0.761,0.902
worse,18,Proportion,DTP3,63,Ukraine,3,Both,2026,0.747,0.675,0.801
reference,18,Proportion,DTP3,63,Ukraine,3,Both,2026,0.793,0.719,0.848
better,18,Proportion,DTP3,63,Ukraine,3,Both,2026,0.87,0.785,0.933
worse,18,Proportion,DTP3,63,Ukraine,3,Both,2027,0.734,0.663,0.787
reference,18,Proportion,DTP3,63,Ukraine,3,Both,2027,0.795,0.721,0.849
better,18,Proportion,DTP3,63,Ukraine,3,Both,2027,0.899,0.811,0.963
worse,18,Proportion,DTP3,63,Ukraine,3,Both,2028,0.721,0.65,0.774
reference,18,Proportion,DTP3,63,Ukraine,3,Both,2028,0.796,0.723,0.851
better,18,Proportion,DTP3,63,Ukraine,3,Both,2028,0.929,0.838,0.996
worse,18,Proportion,DTP3,63,Ukraine,3,Both,2029,0.708,0.639,0.76
reference,18,Proportion,DTP3,63,Ukraine,3,Both,2029,0.798,0.726,0.852
better,18,Proportion,DTP3,63,Ukraine,3,Both,2029,0.957,0.865,1
worse,18,Proportion,DTP3,63,Ukraine,3,Both,2030,0.695,0.627,0.746
reference,18,Proportion,DTP3,63,Ukraine,3,Both,2030,0.8,0.728,0.854
better,18,Proportion,DTP3,63,Ukraine,3,Both,2030,0.978,0.894,1
worse,18,Proportion,MCV2,63,Ukraine,3,Both,2024,0.805,0.735,0.857
reference,18,Proportion,MCV2,63,Ukraine,3,Both,2024,0.823,0.754,0.875
better,18,Proportion,MCV2,63,Ukraine,3,Both,2024,0.852,0.782,0.905
worse,18,Proportion,MCV2,63,Ukraine,3,Both,2025,0.787,0.718,0.839
reference,18,Proportion,MCV2,63,Ukraine,3,Both,2025,0.825,0.755,0.876
better,18,Proportion,MCV2,63,Ukraine,3,Both,2025,0.882,0.812,0.936
worse,18,Proportion,MCV2,63,Ukraine,3,Both,2026,0.77,0.7,0.823
reference,18,Proportion,MCV2,63,Ukraine,3,Both,2026,0.826,0.757,0.877
better,18,Proportion,MCV2,63,Ukraine,3,Both,2026,0.914,0.845,0.97
worse,18,Proportion,MCV2,63,Ukraine,3,Both,2027,0.753,0.684,0.807
reference,18,Proportion,MCV2,63,Ukraine,3,Both,2027,0.828,0.759,0.878
better,18,Proportion,MCV2,63,Ukraine,3,Both,2027,0.945,0.875,0.985
worse,18,Proportion,MCV2,63,Ukraine,3,Both,2028,0.737,0.668,0.792
reference,18,Proportion,MCV2,63,Ukraine,3,Both,2028,0.829,0.761,0.879
better,18,Proportion,MCV2,63,Ukraine,3,Both,2028,0.968,0.908,0.986
worse,18,Proportion,MCV2,63,Ukraine,3,Both,2029,0.721,0.652,0.778
reference,18,Proportion,MCV2,63,Ukraine,3,Both,2029,0.831,0.763,0.88
better,18,Proportion,MCV2,63,Ukraine,3,Both,2029,0.979,0.941,0.986
worse,18,Proportion,MCV2,63,Ukraine,3,Both,2030,0.705,0.636,0.763
reference,18,Proportion,MCV2,63,Ukraine,3,Both,2030,0.832,0.766,0.882
better,18,Proportion,MCV2,63,Ukraine,3,Both,2030,0.983,0.975,0.986
worse,18,Proportion,PCV3,63,Ukraine,3,Both,2024,0,0,0
reference,18,Proportion,PCV3,63,Ukraine,3,Both,2024,0,0,0
better,18,Proportion,PCV3,63,Ukraine,3,Both,2024,0,0,0
worse,18,Proportion,PCV3,63,Ukraine,3,Both,2025,0,0,0
reference,18,Proportion,PCV3,63,Ukraine,3,Both,2025,0,0,0
better,18,Proportion,PCV3,63,Ukraine,3,Both,2025,0,0,0
worse,18,Proportion,PCV3,63,Ukraine,3,Both,2026,0,0,0
reference,18,Proportion,PCV3,63,Ukraine,3,Both,2026,0,0,0
better,18,Proportion,PCV3,63,Ukraine,3,Both,2026,0.842,0.761,0.902
worse,18,Proportion,PCV3,63,Ukraine,3,Both,2027,0,0,0
reference,18,Proportion,PCV3,63,Ukraine,3,Both,2027,0,0,0
better,18,Proportion,PCV3,63,Ukraine,3,Both,2027,0.87,0.785,0.933
worse,18,Proportion,PCV3,63,Ukraine,3,Both,2028,0,0,0
reference,18,Proportion,PCV3,63,Ukraine,3,Both,2028,0,0,0
better,18,Proportion,PCV3,63,Ukraine,3,Both,2028,0.899,0.811,0.963
worse,18,Proportion,PCV3,63,Ukraine,3,Both,2029,0,0,0
reference,18,Proportion,PCV3,63,Ukraine,3,Both,2029,0,0,0
better,18,Proportion,PCV3,63,Ukraine,3,Both,2029,0.929,0.837,0.996
worse,18,Proportion,PCV3,63,Ukraine,3,Both,2030,0,0,0
reference,18,Proportion,PCV3,63,Ukraine,3,Both,2030,0.798,0.726,0.852
better,18,Proportion,PCV3,63,Ukraine,3,Both,2030,0.957,0.865,1
worse,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2024,0.965,0.956,0.971
reference,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2024,0.983,0.975,0.989
better,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2024,1,1,1
worse,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2025,0.948,0.938,0.955
reference,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2025,0.984,0.975,0.989
better,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2025,1,1,1
worse,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2026,0.931,0.92,0.939
reference,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2026,0.984,0.976,0.989
better,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2026,1,1,1
worse,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2027,0.914,0.903,0.923
reference,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2027,0.984,0.976,0.99
better,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2027,1,1,1
worse,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2028,0.898,0.885,0.907
reference,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2028,0.985,0.977,0.99
better,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2028,1,1,1
worse,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2029,0.882,0.868,0.892
reference,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2029,0.985,0.977,0.99
better,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2030,0.866,0.851,0.877
reference,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2030,0.985,0.977,0.99
better,18,Proportion,DTP3,66,Brunei Darussalam,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2024,0.97,0.958,0.978
reference,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2024,0.992,0.98,0.998
better,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2024,0.999,0.999,0.999
worse,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2025,0.949,0.935,0.959
reference,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2025,0.992,0.981,0.998
better,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2025,0.999,0.999,0.999
worse,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2026,0.929,0.912,0.941
reference,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2026,0.993,0.981,0.998
better,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2026,0.999,0.999,0.999
worse,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2027,0.908,0.89,0.924
reference,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2027,0.993,0.982,0.998
better,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2027,0.999,0.999,0.999
worse,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2028,0.889,0.866,0.906
reference,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2028,0.993,0.982,0.998
better,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2028,0.999,0.999,0.999
worse,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2029,0.869,0.843,0.889
reference,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2029,0.993,0.982,0.998
better,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2029,0.999,0.999,0.999
worse,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2030,0.851,0.821,0.872
reference,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2030,0.993,0.983,0.998
better,18,Proportion,MCV2,66,Brunei Darussalam,3,Both,2030,0.999,0.999,0.999
worse,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2024,0,0,0
reference,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2024,0,0,0
better,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2024,0,0,0
worse,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2025,0,0,0
reference,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2025,0,0,0
better,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2025,0,0,0
worse,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2026,0,0,0
reference,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2026,0,0,0
better,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2026,1,1,1
worse,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2027,0,0,0
reference,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2027,0,0,0
better,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2027,1,1,1
worse,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2028,0,0,0
reference,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2028,0,0,0
better,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2028,1,1,1
worse,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2029,0,0,0
reference,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2029,0,0,0
better,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2029,1,1,1
worse,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2030,0,0,0
reference,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2030,0.985,0.977,0.99
better,18,Proportion,PCV3,66,Brunei Darussalam,3,Both,2030,1,1,1
worse,18,Proportion,DTP3,67,Japan,3,Both,2024,0.945,0.876,0.968
reference,18,Proportion,DTP3,67,Japan,3,Both,2024,0.963,0.893,0.986
better,18,Proportion,DTP3,67,Japan,3,Both,2024,0.989,0.921,1
worse,18,Proportion,DTP3,67,Japan,3,Both,2025,0.928,0.86,0.951
reference,18,Proportion,DTP3,67,Japan,3,Both,2025,0.964,0.894,0.986
better,18,Proportion,DTP3,67,Japan,3,Both,2025,0.996,0.951,1
worse,18,Proportion,DTP3,67,Japan,3,Both,2026,0.912,0.844,0.935
reference,18,Proportion,DTP3,67,Japan,3,Both,2026,0.964,0.896,0.986
better,18,Proportion,DTP3,67,Japan,3,Both,2026,0.998,0.982,1
worse,18,Proportion,DTP3,67,Japan,3,Both,2027,0.895,0.829,0.919
reference,18,Proportion,DTP3,67,Japan,3,Both,2027,0.965,0.897,0.987
better,18,Proportion,DTP3,67,Japan,3,Both,2027,0.999,1,1
worse,18,Proportion,DTP3,67,Japan,3,Both,2028,0.879,0.813,0.903
reference,18,Proportion,DTP3,67,Japan,3,Both,2028,0.965,0.898,0.987
better,18,Proportion,DTP3,67,Japan,3,Both,2028,1,1,1
worse,18,Proportion,DTP3,67,Japan,3,Both,2029,0.864,0.799,0.887
reference,18,Proportion,DTP3,67,Japan,3,Both,2029,0.966,0.9,0.987
better,18,Proportion,DTP3,67,Japan,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,67,Japan,3,Both,2030,0.848,0.784,0.872
reference,18,Proportion,DTP3,67,Japan,3,Both,2030,0.966,0.901,0.987
better,18,Proportion,DTP3,67,Japan,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,67,Japan,3,Both,2024,0.94,0.908,0.962
reference,18,Proportion,MCV2,67,Japan,3,Both,2024,0.962,0.93,0.984
better,18,Proportion,MCV2,67,Japan,3,Both,2024,0.99,0.962,0.997
worse,18,Proportion,MCV2,67,Japan,3,Both,2025,0.92,0.888,0.942
reference,18,Proportion,MCV2,67,Japan,3,Both,2025,0.962,0.931,0.984
