scenario,measure_id,measure_name,vaccine_name,location_id,location_name,sex_id,sex_name,year_id,mean,lower,upper
better,18,Proportion,MCV2,351,Guam,3,Both,2027,0.967,0.739,0.999
worse,18,Proportion,MCV2,351,Guam,3,Both,2028,0.756,0.536,0.862
reference,18,Proportion,MCV2,351,Guam,3,Both,2028,0.863,0.641,0.962
better,18,Proportion,MCV2,351,Guam,3,Both,2028,0.978,0.777,0.999
worse,18,Proportion,MCV2,351,Guam,3,Both,2029,0.738,0.52,0.844
reference,18,Proportion,MCV2,351,Guam,3,Both,2029,0.864,0.644,0.962
better,18,Proportion,MCV2,351,Guam,3,Both,2029,0.984,0.814,0.999
worse,18,Proportion,MCV2,351,Guam,3,Both,2030,0.72,0.504,0.826
reference,18,Proportion,MCV2,351,Guam,3,Both,2030,0.866,0.646,0.963
better,18,Proportion,MCV2,351,Guam,3,Both,2030,0.989,0.848,0.999
worse,18,Proportion,PCV3,351,Guam,3,Both,2024,0.808,0.653,0.918
reference,18,Proportion,PCV3,351,Guam,3,Both,2024,0.824,0.668,0.936
better,18,Proportion,PCV3,351,Guam,3,Both,2024,0.851,0.69,0.962
worse,18,Proportion,PCV3,351,Guam,3,Both,2025,0.793,0.641,0.903
reference,18,Proportion,PCV3,351,Guam,3,Both,2025,0.825,0.67,0.936
better,18,Proportion,PCV3,351,Guam,3,Both,2025,0.88,0.713,0.992
worse,18,Proportion,PCV3,351,Guam,3,Both,2026,0.779,0.629,0.887
reference,18,Proportion,PCV3,351,Guam,3,Both,2026,0.827,0.672,0.937
better,18,Proportion,PCV3,351,Guam,3,Both,2026,0.909,0.738,1
worse,18,Proportion,PCV3,351,Guam,3,Both,2027,0.764,0.616,0.874
reference,18,Proportion,PCV3,351,Guam,3,Both,2027,0.828,0.675,0.937
better,18,Proportion,PCV3,351,Guam,3,Both,2027,0.933,0.762,1
worse,18,Proportion,PCV3,351,Guam,3,Both,2028,0.75,0.605,0.861
reference,18,Proportion,PCV3,351,Guam,3,Both,2028,0.83,0.677,0.938
better,18,Proportion,PCV3,351,Guam,3,Both,2028,0.954,0.786,1
worse,18,Proportion,PCV3,351,Guam,3,Both,2029,0.737,0.592,0.848
reference,18,Proportion,PCV3,351,Guam,3,Both,2029,0.831,0.679,0.939
better,18,Proportion,PCV3,351,Guam,3,Both,2029,0.969,0.811,1
worse,18,Proportion,PCV3,351,Guam,3,Both,2030,0.723,0.579,0.834
reference,18,Proportion,PCV3,351,Guam,3,Both,2030,0.832,0.681,0.939
better,18,Proportion,PCV3,351,Guam,3,Both,2030,0.98,0.838,1
worse,18,Proportion,DTP3,367,Monaco,3,Both,2024,0.947,0.843,0.98
reference,18,Proportion,DTP3,367,Monaco,3,Both,2024,0.965,0.86,0.998
better,18,Proportion,DTP3,367,Monaco,3,Both,2024,0.983,0.887,1
worse,18,Proportion,DTP3,367,Monaco,3,Both,2025,0.93,0.827,0.963
reference,18,Proportion,DTP3,367,Monaco,3,Both,2025,0.965,0.86,0.998
better,18,Proportion,DTP3,367,Monaco,3,Both,2025,0.992,0.916,1
worse,18,Proportion,DTP3,367,Monaco,3,Both,2026,0.913,0.813,0.947
reference,18,Proportion,DTP3,367,Monaco,3,Both,2026,0.965,0.861,0.998
better,18,Proportion,DTP3,367,Monaco,3,Both,2026,0.996,0.946,1
worse,18,Proportion,DTP3,367,Monaco,3,Both,2027,0.897,0.799,0.931
reference,18,Proportion,DTP3,367,Monaco,3,Both,2027,0.965,0.862,0.998
better,18,Proportion,DTP3,367,Monaco,3,Both,2027,0.998,0.977,1
worse,18,Proportion,DTP3,367,Monaco,3,Both,2028,0.881,0.785,0.915
reference,18,Proportion,DTP3,367,Monaco,3,Both,2028,0.966,0.863,0.998
better,18,Proportion,DTP3,367,Monaco,3,Both,2028,0.999,1,1
worse,18,Proportion,DTP3,367,Monaco,3,Both,2029,0.865,0.771,0.9
reference,18,Proportion,DTP3,367,Monaco,3,Both,2029,0.966,0.864,0.998
better,18,Proportion,DTP3,367,Monaco,3,Both,2029,0.999,1,1
worse,18,Proportion,DTP3,367,Monaco,3,Both,2030,0.85,0.758,0.884
reference,18,Proportion,DTP3,367,Monaco,3,Both,2030,0.966,0.865,0.998
better,18,Proportion,DTP3,367,Monaco,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,367,Monaco,3,Both,2024,0.769,0.607,0.883
reference,18,Proportion,MCV2,367,Monaco,3,Both,2024,0.787,0.625,0.896
better,18,Proportion,MCV2,367,Monaco,3,Both,2024,0.814,0.652,0.918
worse,18,Proportion,MCV2,367,Monaco,3,Both,2025,0.755,0.593,0.872
reference,18,Proportion,MCV2,367,Monaco,3,Both,2025,0.79,0.628,0.897
better,18,Proportion,MCV2,367,Monaco,3,Both,2025,0.844,0.686,0.938
worse,18,Proportion,MCV2,367,Monaco,3,Both,2026,0.74,0.576,0.861
reference,18,Proportion,MCV2,367,Monaco,3,Both,2026,0.793,0.631,0.899
better,18,Proportion,MCV2,367,Monaco,3,Both,2026,0.871,0.717,0.947
worse,18,Proportion,MCV2,367,Monaco,3,Both,2027,0.726,0.558,0.851
reference,18,Proportion,MCV2,367,Monaco,3,Both,2027,0.795,0.634,0.901
better,18,Proportion,MCV2,367,Monaco,3,Both,2027,0.891,0.752,0.953
worse,18,Proportion,MCV2,367,Monaco,3,Both,2028,0.711,0.541,0.84
reference,18,Proportion,MCV2,367,Monaco,3,Both,2028,0.797,0.637,0.902
better,18,Proportion,MCV2,367,Monaco,3,Both,2028,0.904,0.778,0.954
worse,18,Proportion,MCV2,367,Monaco,3,Both,2029,0.697,0.525,0.829
reference,18,Proportion,MCV2,367,Monaco,3,Both,2029,0.799,0.64,0.904
better,18,Proportion,MCV2,367,Monaco,3,Both,2029,0.912,0.812,0.955
worse,18,Proportion,MCV2,367,Monaco,3,Both,2030,0.683,0.51,0.817
reference,18,Proportion,MCV2,367,Monaco,3,Both,2030,0.801,0.643,0.905
better,18,Proportion,MCV2,367,Monaco,3,Both,2030,0.918,0.837,0.955
worse,18,Proportion,PCV3,367,Monaco,3,Both,2024,0.93,0.76,0.993
reference,18,Proportion,PCV3,367,Monaco,3,Both,2024,0.955,0.844,0.998
better,18,Proportion,PCV3,367,Monaco,3,Both,2024,0.977,0.882,0.999
worse,18,Proportion,PCV3,367,Monaco,3,Both,2025,0.908,0.695,0.988
reference,18,Proportion,PCV3,367,Monaco,3,Both,2025,0.956,0.847,0.998
better,18,Proportion,PCV3,367,Monaco,3,Both,2025,0.987,0.913,0.999
worse,18,Proportion,PCV3,367,Monaco,3,Both,2026,0.888,0.63,0.984
reference,18,Proportion,PCV3,367,Monaco,3,Both,2026,0.956,0.85,0.998
better,18,Proportion,PCV3,367,Monaco,3,Both,2026,0.992,0.938,0.999
worse,18,Proportion,PCV3,367,Monaco,3,Both,2027,0.869,0.569,0.98
reference,18,Proportion,PCV3,367,Monaco,3,Both,2027,0.957,0.851,0.998
better,18,Proportion,PCV3,367,Monaco,3,Both,2027,0.994,0.961,0.999
worse,18,Proportion,PCV3,367,Monaco,3,Both,2028,0.851,0.517,0.975
reference,18,Proportion,PCV3,367,Monaco,3,Both,2028,0.957,0.852,0.998
better,18,Proportion,PCV3,367,Monaco,3,Both,2028,0.995,0.968,0.999
worse,18,Proportion,PCV3,367,Monaco,3,Both,2029,0.834,0.474,0.971
reference,18,Proportion,PCV3,367,Monaco,3,Both,2029,0.958,0.853,0.998
better,18,Proportion,PCV3,367,Monaco,3,Both,2029,0.996,0.975,0.999
worse,18,Proportion,PCV3,367,Monaco,3,Both,2030,0.818,0.437,0.966
reference,18,Proportion,PCV3,367,Monaco,3,Both,2030,0.958,0.854,0.998
better,18,Proportion,PCV3,367,Monaco,3,Both,2030,0.996,0.978,1
worse,18,Proportion,DTP3,369,Nauru,3,Both,2024,0.941,0.816,0.979
reference,18,Proportion,DTP3,369,Nauru,3,Both,2024,0.959,0.834,0.997
better,18,Proportion,DTP3,369,Nauru,3,Both,2024,0.978,0.86,1
worse,18,Proportion,DTP3,369,Nauru,3,Both,2025,0.924,0.801,0.962
reference,18,Proportion,DTP3,369,Nauru,3,Both,2025,0.96,0.838,0.997
better,18,Proportion,DTP3,369,Nauru,3,Both,2025,0.988,0.889,1
worse,18,Proportion,DTP3,369,Nauru,3,Both,2026,0.908,0.787,0.945
reference,18,Proportion,DTP3,369,Nauru,3,Both,2026,0.961,0.841,0.997
better,18,Proportion,DTP3,369,Nauru,3,Both,2026,0.993,0.919,1
worse,18,Proportion,DTP3,369,Nauru,3,Both,2027,0.891,0.772,0.929
reference,18,Proportion,DTP3,369,Nauru,3,Both,2027,0.961,0.844,0.997
better,18,Proportion,DTP3,369,Nauru,3,Both,2027,0.996,0.949,1
worse,18,Proportion,DTP3,369,Nauru,3,Both,2028,0.875,0.758,0.913
reference,18,Proportion,DTP3,369,Nauru,3,Both,2028,0.962,0.846,0.997
better,18,Proportion,DTP3,369,Nauru,3,Both,2028,0.998,0.981,1
worse,18,Proportion,DTP3,369,Nauru,3,Both,2029,0.86,0.744,0.897
reference,18,Proportion,DTP3,369,Nauru,3,Both,2029,0.963,0.849,0.997
better,18,Proportion,DTP3,369,Nauru,3,Both,2029,0.999,1,1
worse,18,Proportion,DTP3,369,Nauru,3,Both,2030,0.844,0.731,0.882
reference,18,Proportion,DTP3,369,Nauru,3,Both,2030,0.963,0.851,0.997
better,18,Proportion,DTP3,369,Nauru,3,Both,2030,0.999,1,1
worse,18,Proportion,MCV2,369,Nauru,3,Both,2024,0.911,0.576,0.999
reference,18,Proportion,MCV2,369,Nauru,3,Both,2024,0.958,0.773,0.999
better,18,Proportion,MCV2,369,Nauru,3,Both,2024,0.976,0.819,0.999
worse,18,Proportion,MCV2,369,Nauru,3,Both,2025,0.88,0.418,0.999
reference,18,Proportion,MCV2,369,Nauru,3,Both,2025,0.959,0.778,0.999
better,18,Proportion,MCV2,369,Nauru,3,Both,2025,0.984,0.855,0.999
worse,18,Proportion,MCV2,369,Nauru,3,Both,2026,0.854,0.326,0.998
reference,18,Proportion,MCV2,369,Nauru,3,Both,2026,0.96,0.781,0.999
better,18,Proportion,MCV2,369,Nauru,3,Both,2026,0.988,0.892,0.999
worse,18,Proportion,MCV2,369,Nauru,3,Both,2027,0.832,0.266,0.997
reference,18,Proportion,MCV2,369,Nauru,3,Both,2027,0.961,0.785,0.999
better,18,Proportion,MCV2,369,Nauru,3,Both,2027,0.991,0.911,0.999
worse,18,Proportion,MCV2,369,Nauru,3,Both,2028,0.812,0.224,0.997
reference,18,Proportion,MCV2,369,Nauru,3,Both,2028,0.962,0.789,0.999
better,18,Proportion,MCV2,369,Nauru,3,Both,2028,0.993,0.925,0.999
worse,18,Proportion,MCV2,369,Nauru,3,Both,2029,0.793,0.193,0.996
reference,18,Proportion,MCV2,369,Nauru,3,Both,2029,0.962,0.792,0.999
better,18,Proportion,MCV2,369,Nauru,3,Both,2029,0.994,0.952,0.999
worse,18,Proportion,MCV2,369,Nauru,3,Both,2030,0.776,0.169,0.995
reference,18,Proportion,MCV2,369,Nauru,3,Both,2030,0.963,0.795,0.999
better,18,Proportion,MCV2,369,Nauru,3,Both,2030,0.995,0.965,0.999
worse,18,Proportion,PCV3,369,Nauru,3,Both,2024,0.93,0.764,0.992
reference,18,Proportion,PCV3,369,Nauru,3,Both,2024,0.951,0.81,0.997
better,18,Proportion,PCV3,369,Nauru,3,Both,2024,0.973,0.852,0.999
worse,18,Proportion,PCV3,369,Nauru,3,Both,2025,0.911,0.74,0.986
reference,18,Proportion,PCV3,369,Nauru,3,Both,2025,0.953,0.814,0.998
better,18,Proportion,PCV3,369,Nauru,3,Both,2025,0.985,0.881,0.999
worse,18,Proportion,PCV3,369,Nauru,3,Both,2026,0.892,0.709,0.98
reference,18,Proportion,PCV3,369,Nauru,3,Both,2026,0.954,0.818,0.998
better,18,Proportion,PCV3,369,Nauru,3,Both,2026,0.991,0.91,0.999
worse,18,Proportion,PCV3,369,Nauru,3,Both,2027,0.874,0.662,0.975
reference,18,Proportion,PCV3,369,Nauru,3,Both,2027,0.955,0.821,0.998
better,18,Proportion,PCV3,369,Nauru,3,Both,2027,0.994,0.94,0.999
worse,18,Proportion,PCV3,369,Nauru,3,Both,2028,0.857,0.621,0.969
reference,18,Proportion,PCV3,369,Nauru,3,Both,2028,0.956,0.824,0.998
better,18,Proportion,PCV3,369,Nauru,3,Both,2028,0.996,0.973,1
worse,18,Proportion,PCV3,369,Nauru,3,Both,2029,0.841,0.589,0.964
reference,18,Proportion,PCV3,369,Nauru,3,Both,2029,0.957,0.827,0.998
better,18,Proportion,PCV3,369,Nauru,3,Both,2029,0.997,0.983,1
worse,18,Proportion,PCV3,369,Nauru,3,Both,2030,0.825,0.557,0.958
reference,18,Proportion,PCV3,369,Nauru,3,Both,2030,0.958,0.829,0.998
better,18,Proportion,PCV3,369,Nauru,3,Both,2030,0.997,0.991,1
worse,18,Proportion,DTP3,374,Niue,3,Both,2024,0.977,0.972,0.981
reference,18,Proportion,DTP3,374,Niue,3,Both,2024,0.995,0.99,0.998
better,18,Proportion,DTP3,374,Niue,3,Both,2024,1,1,1
worse,18,Proportion,DTP3,374,Niue,3,Both,2025,0.96,0.953,0.964
reference,18,Proportion,DTP3,374,Niue,3,Both,2025,0.995,0.991,0.998
better,18,Proportion,DTP3,374,Niue,3,Both,2025,1,1,1
worse,18,Proportion,DTP3,374,Niue,3,Both,2026,0.942,0.935,0.948
reference,18,Proportion,DTP3,374,Niue,3,Both,2026,0.995,0.991,0.998
better,18,Proportion,DTP3,374,Niue,3,Both,2026,1,1,1
worse,18,Proportion,DTP3,374,Niue,3,Both,2027,0.926,0.917,0.932
reference,18,Proportion,DTP3,374,Niue,3,Both,2027,0.995,0.991,0.998
better,18,Proportion,DTP3,374,Niue,3,Both,2027,1,1,1
worse,18,Proportion,DTP3,374,Niue,3,Both,2028,0.909,0.899,0.916
reference,18,Proportion,DTP3,374,Niue,3,Both,2028,0.996,0.991,0.998
better,18,Proportion,DTP3,374,Niue,3,Both,2028,1,1,1
worse,18,Proportion,DTP3,374,Niue,3,Both,2029,0.893,0.882,0.901
reference,18,Proportion,DTP3,374,Niue,3,Both,2029,0.996,0.992,0.998
better,18,Proportion,DTP3,374,Niue,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,374,Niue,3,Both,2030,0.877,0.865,0.886
reference,18,Proportion,DTP3,374,Niue,3,Both,2030,0.996,0.992,0.998
better,18,Proportion,DTP3,374,Niue,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,374,Niue,3,Both,2024,0.974,0.957,0.983
reference,18,Proportion,MCV2,374,Niue,3,Both,2024,0.998,0.995,0.999
better,18,Proportion,MCV2,374,Niue,3,Both,2024,0.999,0.998,0.999
worse,18,Proportion,MCV2,374,Niue,3,Both,2025,0.951,0.92,0.968
reference,18,Proportion,MCV2,374,Niue,3,Both,2025,0.998,0.995,0.999
better,18,Proportion,MCV2,374,Niue,3,Both,2025,0.999,0.998,0.999
worse,18,Proportion,MCV2,374,Niue,3,Both,2026,0.929,0.885,0.952
reference,18,Proportion,MCV2,374,Niue,3,Both,2026,0.998,0.996,0.999
better,18,Proportion,MCV2,374,Niue,3,Both,2026,0.999,0.998,0.999
worse,18,Proportion,MCV2,374,Niue,3,Both,2027,0.908,0.852,0.937
reference,18,Proportion,MCV2,374,Niue,3,Both,2027,0.998,0.996,0.999
better,18,Proportion,MCV2,374,Niue,3,Both,2027,0.999,0.998,0.999
worse,18,Proportion,MCV2,374,Niue,3,Both,2028,0.887,0.821,0.922
reference,18,Proportion,MCV2,374,Niue,3,Both,2028,0.998,0.996,0.999
better,18,Proportion,MCV2,374,Niue,3,Both,2028,0.999,0.999,0.999
worse,18,Proportion,MCV2,374,Niue,3,Both,2029,0.866,0.791,0.908
reference,18,Proportion,MCV2,374,Niue,3,Both,2029,0.998,0.996,0.999
better,18,Proportion,MCV2,374,Niue,3,Both,2029,0.999,0.999,0.999
worse,18,Proportion,MCV2,374,Niue,3,Both,2030,0.846,0.762,0.893
reference,18,Proportion,MCV2,374,Niue,3,Both,2030,0.998,0.996,0.999
better,18,Proportion,MCV2,374,Niue,3,Both,2030,0.999,0.999,0.999
worse,18,Proportion,PCV3,374,Niue,3,Both,2024,0.976,0.97,0.98
reference,18,Proportion,PCV3,374,Niue,3,Both,2024,0.994,0.989,0.997
better,18,Proportion,PCV3,374,Niue,3,Both,2024,0.999,0.999,0.999
worse,18,Proportion,PCV3,374,Niue,3,Both,2025,0.959,0.952,0.963
reference,18,Proportion,PCV3,374,Niue,3,Both,2025,0.994,0.99,0.997
better,18,Proportion,PCV3,374,Niue,3,Both,2025,0.999,0.999,0.999
worse,18,Proportion,PCV3,374,Niue,3,Both,2026,0.941,0.934,0.947
reference,18,Proportion,PCV3,374,Niue,3,Both,2026,0.994,0.99,0.997
better,18,Proportion,PCV3,374,Niue,3,Both,2026,0.999,0.999,0.999
worse,18,Proportion,PCV3,374,Niue,3,Both,2027,0.924,0.916,0.931
reference,18,Proportion,PCV3,374,Niue,3,Both,2027,0.994,0.99,0.997
better,18,Proportion,PCV3,374,Niue,3,Both,2027,0.999,0.999,0.999
worse,18,Proportion,PCV3,374,Niue,3,Both,2028,0.908,0.898,0.916
reference,18,Proportion,PCV3,374,Niue,3,Both,2028,0.994,0.99,0.997
better,18,Proportion,PCV3,374,Niue,3,Both,2028,0.999,0.999,0.999
worse,18,Proportion,PCV3,374,Niue,3,Both,2029,0.892,0.881,0.901
reference,18,Proportion,PCV3,374,Niue,3,Both,2029,0.995,0.991,0.997
better,18,Proportion,PCV3,374,Niue,3,Both,2029,0.999,0.999,0.999
worse,18,Proportion,PCV3,374,Niue,3,Both,2030,0.876,0.864,0.886
reference,18,Proportion,PCV3,374,Niue,3,Both,2030,0.995,0.991,0.997
better,18,Proportion,PCV3,374,Niue,3,Both,2030,0.999,0.999,0.999
worse,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2024,0.725,0.651,0.79
reference,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2024,0.737,0.661,0.802
better,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2024,0.762,0.685,0.831
worse,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2025,0.712,0.639,0.776
reference,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2025,0.735,0.66,0.801
better,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2025,0.788,0.706,0.859
worse,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2026,0.699,0.627,0.763
reference,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2026,0.733,0.658,0.799
better,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2026,0.814,0.729,0.888
worse,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2027,0.686,0.616,0.749
reference,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2027,0.732,0.656,0.799
better,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2027,0.841,0.753,0.918
worse,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2028,0.674,0.605,0.736
reference,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2028,0.732,0.657,0.799
better,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2028,0.869,0.777,0.95
worse,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2029,0.662,0.594,0.723
reference,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2029,0.733,0.658,0.8
better,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2029,0.898,0.802,0.983
worse,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2030,0.65,0.583,0.71
reference,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2030,0.735,0.66,0.801
better,18,Proportion,DTP3,376,Northern Mariana Islands,3,Both,2030,0.927,0.828,1
worse,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2024,0.852,0.777,0.904
reference,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2024,0.87,0.793,0.924
better,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2024,0.911,0.827,0.971
worse,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2025,0.834,0.76,0.884
reference,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2025,0.869,0.792,0.924
better,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2025,0.951,0.865,0.999
worse,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2026,0.816,0.744,0.865
reference,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2026,0.868,0.79,0.923
better,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2026,0.979,0.903,0.999
worse,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2027,0.799,0.727,0.846
reference,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2027,0.867,0.79,0.923
better,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2027,0.992,0.937,0.999
worse,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2028,0.782,0.711,0.827
reference,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2028,0.867,0.79,0.923
better,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2028,0.997,0.969,0.999
worse,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2029,0.765,0.695,0.81
reference,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2029,0.868,0.791,0.923
better,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2029,0.998,0.999,0.999
worse,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2030,0.749,0.679,0.792
reference,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2030,0.869,0.792,0.924
better,18,Proportion,MCV2,376,Northern Mariana Islands,3,Both,2030,0.999,0.999,0.999
worse,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2024,0.704,0.633,0.765
reference,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2024,0.715,0.643,0.777
better,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2024,0.741,0.665,0.805
worse,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2025,0.691,0.621,0.751
reference,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2025,0.714,0.641,0.776
better,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2025,0.765,0.687,0.833
worse,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2026,0.679,0.61,0.739
reference,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2026,0.712,0.64,0.774
better,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2026,0.791,0.709,0.862
worse,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2027,0.667,0.599,0.726
reference,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2027,0.711,0.638,0.773
better,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2027,0.817,0.732,0.891
worse,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2028,0.655,0.588,0.713
reference,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2028,0.711,0.639,0.774
better,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2028,0.844,0.756,0.921
worse,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2029,0.643,0.577,0.701
reference,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2029,0.712,0.64,0.774
better,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2029,0.872,0.781,0.953
worse,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2030,0.631,0.566,0.689
reference,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2030,0.714,0.642,0.776
better,18,Proportion,PCV3,376,Northern Mariana Islands,3,Both,2030,0.901,0.806,0.972
worse,18,Proportion,DTP3,380,Palau,3,Both,2024,0.937,0.91,0.955
reference,18,Proportion,DTP3,380,Palau,3,Both,2024,0.954,0.927,0.973
better,18,Proportion,DTP3,380,Palau,3,Both,2024,0.985,0.957,1
worse,18,Proportion,DTP3,380,Palau,3,Both,2025,0.92,0.894,0.938
reference,18,Proportion,DTP3,380,Palau,3,Both,2025,0.955,0.928,0.973
better,18,Proportion,DTP3,380,Palau,3,Both,2025,0.999,0.989,1
worse,18,Proportion,DTP3,380,Palau,3,Both,2026,0.903,0.878,0.922
reference,18,Proportion,DTP3,380,Palau,3,Both,2026,0.956,0.93,0.974
better,18,Proportion,DTP3,380,Palau,3,Both,2026,1,1,1
worse,18,Proportion,DTP3,380,Palau,3,Both,2027,0.887,0.862,0.905
reference,18,Proportion,DTP3,380,Palau,3,Both,2027,0.957,0.931,0.974
better,18,Proportion,DTP3,380,Palau,3,Both,2027,1,1,1
worse,18,Proportion,DTP3,380,Palau,3,Both,2028,0.871,0.846,0.889
reference,18,Proportion,DTP3,380,Palau,3,Both,2028,0.957,0.932,0.975
better,18,Proportion,DTP3,380,Palau,3,Both,2028,1,1,1
worse,18,Proportion,DTP3,380,Palau,3,Both,2029,0.856,0.83,0.874
reference,18,Proportion,DTP3,380,Palau,3,Both,2029,0.958,0.933,0.975
better,18,Proportion,DTP3,380,Palau,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,380,Palau,3,Both,2030,0.84,0.814,0.859
reference,18,Proportion,DTP3,380,Palau,3,Both,2030,0.959,0.934,0.976
better,18,Proportion,DTP3,380,Palau,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,380,Palau,3,Both,2024,0.848,0.784,0.896
reference,18,Proportion,MCV2,380,Palau,3,Both,2024,0.868,0.804,0.912
better,18,Proportion,MCV2,380,Palau,3,Both,2024,0.897,0.837,0.933
worse,18,Proportion,MCV2,380,Palau,3,Both,2025,0.829,0.763,0.881
reference,18,Proportion,MCV2,380,Palau,3,Both,2025,0.868,0.805,0.912
better,18,Proportion,MCV2,380,Palau,3,Both,2025,0.91,0.869,0.935
worse,18,Proportion,MCV2,380,Palau,3,Both,2026,0.811,0.742,0.866
reference,18,Proportion,MCV2,380,Palau,3,Both,2026,0.869,0.807,0.913
better,18,Proportion,MCV2,380,Palau,3,Both,2026,0.912,0.876,0.936
worse,18,Proportion,MCV2,380,Palau,3,Both,2027,0.793,0.721,0.851
reference,18,Proportion,MCV2,380,Palau,3,Both,2027,0.87,0.809,0.913
better,18,Proportion,MCV2,380,Palau,3,Both,2027,0.912,0.878,0.936
worse,18,Proportion,MCV2,380,Palau,3,Both,2028,0.776,0.701,0.836
reference,18,Proportion,MCV2,380,Palau,3,Both,2028,0.871,0.811,0.914
better,18,Proportion,MCV2,380,Palau,3,Both,2028,0.913,0.878,0.936
worse,18,Proportion,MCV2,380,Palau,3,Both,2029,0.759,0.682,0.822
reference,18,Proportion,MCV2,380,Palau,3,Both,2029,0.872,0.812,0.914
better,18,Proportion,MCV2,380,Palau,3,Both,2029,0.913,0.878,0.936
worse,18,Proportion,MCV2,380,Palau,3,Both,2030,0.742,0.663,0.808
reference,18,Proportion,MCV2,380,Palau,3,Both,2030,0.872,0.814,0.915
better,18,Proportion,MCV2,380,Palau,3,Both,2030,0.913,0.878,0.936
worse,18,Proportion,PCV3,380,Palau,3,Both,2024,0.887,0.861,0.906
reference,18,Proportion,PCV3,380,Palau,3,Both,2024,0.904,0.878,0.922
better,18,Proportion,PCV3,380,Palau,3,Both,2024,0.934,0.907,0.95
worse,18,Proportion,PCV3,380,Palau,3,Both,2025,0.871,0.846,0.891
reference,18,Proportion,PCV3,380,Palau,3,Both,2025,0.905,0.879,0.923
better,18,Proportion,PCV3,380,Palau,3,Both,2025,0.947,0.937,0.952
worse,18,Proportion,PCV3,380,Palau,3,Both,2026,0.856,0.83,0.876
